x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30
680,537,716,495,573,578,716,867,859,1115,895,454,895,743,931,1033,752,991,644,1033,609,1281,573,1653,824,950,967,1281,1003,1611,,,,,,
680,537,716,495,573,578,716,867,859,1115,895,454,895,743,931,1033,752,991,644,1033,609,1322,573,1653,824,950,967,1281,1003,1611,,,,,,
680,495,716,495,573,578,716,867,859,1115,895,454,895,743,931,1033,752,991,644,1033,609,1322,573,1653,824,950,967,1239,1003,1611,,,,,,
680,495,716,495,573,578,680,826,859,1115,895,454,895,743,931,1033,752,991,644,1033,609,1322,573,1653,824,950,931,1239,1003,1611,,,,,,
680,537,716,495,537,578,680,867,859,1115,895,454,895,743,931,1033,752,991,644,1033,609,1322,573,1653,824,950,931,1239,1003,1611,,,,,,
680,537,716,495,537,578,680,867,859,1115,859,454,895,743,895,1033,752,991,644,1033,609,1281,573,1653,824,950,931,1281,1003,1611,,,,,,
644,537,716,495,537,578,680,867,859,1115,859,454,895,743,895,1033,716,991,644,991,609,1281,573,1653,824,950,931,1239,1003,1611,,,,,,
644,537,680,537,537,578,680,867,824,1115,859,454,895,743,895,1033,716,991,644,991,609,1281,573,1653,824,950,931,1281,1003,1611,,,,,,
644,537,680,537,537,578,680,867,824,1115,859,454,859,743,895,1033,716,991,644,1033,609,1322,573,1653,824,950,931,1281,1003,1611,,,,,,
609,537,680,495,501,578,680,867,824,1115,824,454,859,743,895,1033,716,991,644,991,609,1281,573,1653,824,950,931,1281,1003,1611,,,,,,
609,537,644,495,501,578,644,867,824,1115,824,454,859,743,859,1033,716,991,609,991,573,1281,573,1653,824,950,931,1281,1003,1611,,,,,,
573,537,644,537,501,578,644,867,788,1115,824,454,824,743,859,1033,716,991,609,991,573,1322,573,1653,824,950,931,1281,1003,1611,,,,,,
573,537,644,537,465,578,609,867,752,1157,788,454,824,743,824,1033,716,950,609,991,573,1322,573,1653,824,909,931,1281,1003,1611,,,,,,
537,537,609,537,465,578,609,867,752,1157,788,454,788,743,824,1074,716,991,609,991,573,1322,573,1653,824,950,931,1281,1003,1611,,,,,,
537,537,609,495,465,578,573,867,680,1157,788,454,788,743,788,1074,680,950,609,991,573,1281,573,1653,824,950,931,1281,1003,1611,,,,,,
501,537,573,537,429,578,537,867,644,1157,752,454,752,743,716,1074,716,991,609,1033,573,1322,573,1653,824,991,931,1322,1003,1611,,,,,,
501,537,573,537,394,578,501,867,573,1157,752,495,716,785,680,1115,716,991,609,991,573,1281,573,1653,788,950,931,1322,1003,1611,,,,,,
465,537,537,537,394,578,465,867,537,1115,716,495,680,826,609,1115,680,991,573,991,537,1281,573,1653,788,991,931,1322,1003,1611,,,,,,
465,537,537,537,394,578,429,867,465,1157,716,495,644,826,537,1115,680,991,573,991,537,1322,573,1653,788,991,895,1322,1003,1611,,,,,,
429,537,537,537,394,578,394,826,394,1115,680,537,573,867,465,1115,680,991,573,1033,537,1322,573,1653,752,991,895,1322,1003,1611,,,,,,
429,537,501,537,358,537,358,826,322,1115,680,537,537,867,394,1115,644,991,537,991,537,1322,573,1653,752,991,895,1322,1003,1611,,,,,,
429,537,501,537,358,537,358,785,250,1074,644,537,465,867,322,1074,644,991,537,1033,537,1322,573,1653,752,991,895,1322,1003,1611,,,,,,
429,537,501,537,358,537,322,785,179,1033,644,578,429,826,250,1033,644,991,537,1033,537,1322,573,1653,752,991,859,1322,1003,1611,,,,,,
394,537,501,537,358,537,286,743,143,950,644,578,358,826,179,991,644,1033,573,1033,537,1322,573,1653,752,1033,859,1363,1003,1611,,,,,,
394,537,501,537,394,537,286,743,71,909,609,578,358,785,107,950,644,1033,573,1033,537,1322,573,1653,752,1033,859,1363,1003,1611,,,,,,
394,537,537,537,465,495,250,743,71,826,573,578,358,743,250,785,644,1033,573,1033,537,1322,573,1653,752,1033,824,1363,1003,1611,,,,,,
358,537,501,537,465,454,250,702,35,743,573,619,250,743,71,785,644,1033,573,1033,537,1322,573,1653,752,1033,824,1405,1003,1611,,,,,,
358,537,501,537,465,454,214,661,35,661,537,619,250,702,35,702,644,1033,573,1033,537,1322,573,1653,752,1033,824,1405,1003,1611,,,,,,
358,578,537,537,501,413,286,619,143,619,537,619,214,661,71,578,644,1033,573,1033,537,1363,573,1653,716,1033,788,1405,1003,1611,,,,,,
358,537,501,537,501,413,286,537,143,495,537,619,250,619,107,578,644,1033,573,1033,537,1322,573,1653,752,1033,788,1405,1003,1611,,,,,,
322,537,501,495,537,413,322,495,179,454,501,619,250,578,143,495,644,1033,573,1033,573,1322,573,1653,752,1033,752,1405,1003,1611,,,,,,
322,537,537,495,537,413,358,454,250,413,501,619,322,619,214,495,644,1033,573,1033,573,1322,573,1653,716,1033,752,1405,1003,1611,,,,,,
322,537,537,495,573,371,,,286,413,465,619,322,578,214,454,644,1033,573,1033,573,1322,573,1653,716,1033,752,1405,1003,1611,,,,,,
358,537,537,495,609,371,,,,,465,619,322,578,286,454,644,1033,573,1033,573,1363,573,1653,716,1033,752,1405,1003,1611,,,,,,
358,537,537,495,609,371,,,,,501,619,358,619,286,454,644,991,573,991,573,1322,573,1653,752,991,752,1405,1003,1611,,,,,,
358,537,573,495,644,371,,,,,537,619,394,619,322,454,644,991,573,991,573,1322,609,1653,716,991,752,1405,1003,1611,,,,,,
394,537,573,495,644,371,,,,,537,619,394,619,322,413,644,991,573,991,573,1322,573,1653,752,991,752,1405,1003,1611,,,,,,
429,537,609,495,680,371,429,454,358,330,537,619,394,578,322,413,680,991,573,991,573,1322,573,1653,752,1033,788,1405,1003,1611,,,,,,
465,537,644,495,680,371,,,,,609,619,394,578,322,413,680,1033,609,1033,573,1322,609,1653,752,1033,788,1405,967,1611,,,,,,
501,537,680,495,680,413,465,413,322,371,680,619,501,619,286,454,680,1033,609,1033,573,1322,609,1653,788,1033,824,1405,967,1611,,,,,,
573,537,644,537,501,495,394,454,286,413,716,619,501,619,250,495,716,1033,609,1033,573,1322,573,1653,824,1033,859,1363,1003,1653,,,,,,
609,537,680,537,573,495,465,537,250,537,788,578,644,702,429,619,752,1033,644,1033,609,1322,573,1653,859,1033,895,1363,1003,1653,,,,,,
644,537,716,537,573,537,429,661,214,702,859,537,680,661,465,702,752,1033,680,1033,644,1322,573,1653,859,1033,967,1322,1003,1653,,,,,,
716,537,752,495,609,495,501,661,358,867,931,495,680,743,429,867,788,1033,680,1033,680,1322,573,1653,895,1033,1003,1322,1003,1653,,,,,,
716,495,788,454,609,454,573,743,537,991,931,454,824,743,644,991,824,991,716,1033,716,1322,573,1653,931,991,1003,1322,1003,1611,,,,,,
752,495,788,454,609,495,644,785,788,1033,931,413,931,702,859,991,859,991,752,1033,752,1405,573,1653,967,991,1038,1322,1003,1611,,,,,,
752,454,752,454,609,537,752,785,1003,950,895,371,1003,619,1038,867,895,950,788,991,788,1405,573,1611,967,909,1038,1322,1003,1611,,,,,,
788,454,752,454,644,537,895,743,1146,785,824,289,1003,495,1146,702,895,950,824,991,859,1363,573,1611,1003,909,1038,1322,1003,1611,,,,,,
788,413,752,413,680,537,967,619,1218,578,788,330,967,413,1146,537,931,909,859,950,895,1363,609,1611,967,867,1038,1281,1003,1611,,,,,,
824,371,716,454,788,495,1038,495,1182,371,609,413,895,371,1146,371,895,950,895,950,895,1363,644,1611,931,950,1038,1281,1038,1611,,,,,,
859,330,716,413,824,454,1038,371,1110,247,609,371,895,330,1074,247,895,950,931,950,931,1322,644,1611,859,950,1038,1281,1038,1611,,,,,,
895,289,752,371,895,413,1038,289,1038,123,644,371,895,289,1038,165,931,909,931,950,967,1322,680,1611,967,909,1038,1281,1038,1611,,,,,,
931,247,788,371,895,371,1003,247,967,82,644,330,,,,,895,909,931,909,931,1322,680,1611,859,909,1003,1281,1003,1611,,,,,,
931,206,788,330,931,330,967,206,859,41,644,330,,,,,895,909,931,909,931,1322,644,1611,824,867,1003,1281,1003,1611,,,,,,
967,206,824,330,1003,289,967,206,,,680,330,824,289,752,0,895,867,967,867,931,1322,644,1611,824,867,1003,1281,1003,1611,,,,,,
1003,165,824,289,1003,289,,,,,680,330,716,206,680,82,895,867,967,867,895,1322,609,1611,824,867,1003,1281,1003,1611,,,,,,
1003,165,859,330,1003,289,1003,206,,,716,371,680,206,680,82,895,867,967,867,895,1322,609,1611,824,867,1003,1239,1003,1611,,,,,,
1003,165,859,330,1003,289,1003,206,,,716,371,644,330,644,123,895,867,967,909,895,1322,609,1653,824,867,1003,1239,1003,1611,,,,,,
967,165,859,330,1003,289,1003,206,,,716,371,644,330,609,165,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1003,1611,,,,,,
967,165,859,330,1003,289,967,206,,,716,371,609,371,609,206,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1003,1611,,,,,,
967,165,859,330,1003,289,1003,206,,,716,371,573,371,609,206,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1003,1611,,,,,,
967,165,859,330,1003,289,967,206,,,716,371,573,371,573,206,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1038,1611,,,,,,
1003,165,859,330,1003,289,1003,206,716,165,680,371,537,371,573,206,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1038,1611,,,,,,
1003,165,859,330,1003,289,1003,206,,,680,371,573,371,609,206,895,909,967,909,895,1322,609,1653,824,909,1003,1239,1038,1611,,,,,,
1003,165,859,330,1003,289,967,206,,,716,371,573,371,609,206,895,909,967,909,895,1322,609,1653,824,909,1003,1281,1038,1611,,,,,,
1003,165,859,330,1003,289,967,206,,,680,371,573,371,644,206,895,909,1003,909,895,1322,609,1653,824,909,1003,1281,1038,1611,,,,,,
1003,165,859,330,1003,289,1003,247,716,206,716,371,573,413,644,247,895,867,1003,867,895,1322,609,1653,824,909,1003,1239,1003,1611,,,,,,
